mol_bdID,mol_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
50051766,COc1ccc(-c2nc(SCCCCCN(CCN3CCOCC3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,active,665.8070000000002,7.167800000000007,2.0,7.0,6.568636235841013
50084934,OCC1(CO)COC(c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)OC1,active,366.4170000000001,2.7601000000000004,3.0,5.0,6.560667306169737
51138732,CC(C)c1cccc(C(C)C)c1NC(=O)CN1CCN(CCSc2nc3ccccc3[nH]2)CC1,active,479.69400000000024,5.158100000000004,2.0,5.0,6.552841968657781
50708854,CCCC[C@H](C)[C@@H]1CC(=O)N[C@@H](C(c2ccccc2)c2ccccc2)C2=N[C@H](CO2)C(=O)N[C@H](C2CCCCC2)C(=O)O1,active,587.7610000000001,5.307500000000005,2.0,6.0,6.552841968657781
51128105,CC(C)c1cccc(C(C)C)c1NC(=O)CCSc1nc2ccccc2s1,active,398.59700000000004,6.664000000000005,1.0,4.0,6.552841968657781
50762080,CO[C@H]1C[C@@](C)(O)C[C@H](CSc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)O1,active,410.5390000000001,4.738300000000004,2.0,5.0,6.552841968657781
50058742,CCCCCCCN(CCCCCCc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)Nc1ccc(F)cc1F,active,572.7440000000001,9.6293,2.0,2.0,6.552841968657781
50762094,CC1=CC(=O)OC(CSc2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)[nH]2)C1,active,404.53500000000014,5.714440000000005,1.0,4.0,6.552841968657781
50051819,CCOCCOCCN(CCCCCSc1nc(-c2ccc(SC)cc2)c(-c2ccc(SC)cc2)[nH]1)C(=O)NC(C)C,active,630.9460000000001,7.923000000000009,2.0,7.0,6.552841968657781
50762060,CCOC(=O)CC(C)(O)CC(O)CSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,active,440.5650000000001,4.291000000000003,3.0,6.0,6.552841968657781
50009812,CCCCCCCCCCCCCC(=S)Nc1c(C(C)C)cccc1C(C)C,active,403.72000000000014,9.3738,1.0,1.0,6.55129368009492
50084942,c1ccc(-c2nc(-c3ccco3)[nH]c2-c2ccccc2)cc1,active,286.334,5.003700000000003,1.0,2.0,6.5376020021010435
50477995,CCCCCCCCCCCCn1nnc(N(CCCCCCC)C(=O)Nc2c(OC)cc(OC)cc2OC)n1,active,560.7840000000003,7.628700000000008,1.0,8.0,6.5376020021010435
50762059,c1ccc(CSc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,active,342.46700000000004,6.036000000000005,1.0,2.0,6.5376020021010435
50084932,CC1(CCCCN2CCOCC2)COC(c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)OC1,active,461.60600000000017,5.297900000000005,1.0,5.0,6.522878745280337
50423028,CCCCCCCCN1CCc2c(C)c(CC(=O)O)c(C)c(NC(=O)C(C)(C)C)c21,active,416.60600000000017,5.638140000000005,2.0,3.0,6.522878745280337
50082538,O=C(N[C@H]1c2ccccc2CCC[C@@H]1c1ccc(O)cc1)C(c1ccccc1)c1ccccc1,active,447.57800000000003,6.501700000000007,2.0,2.0,6.522878745280337
50046144,Cc1cc(C)n(CCCCCS(=O)c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)n1,active,432.5930000000001,5.535140000000006,1.0,4.0,6.522878745280337
50004405,CCCCCCCN(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)c1nc2ccccc2o1,active,552.7880000000001,9.624299999999998,1.0,5.0,6.522878745280337
50004377,COc1ccc(-c2nc(SCCCCCN(CCc3ccccn3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,active,657.787,8.473300000000004,2.0,6.0,6.522878745280337
50768292,CC(C)c1cccc(C(C)C)c1NC(=O)NCC(CNC(=O)c1ccccn1)c1ccccc1,active,458.6060000000001,5.663700000000004,3.0,3.0,6.522878745280337
50602914,CCCCCc1c(C(=O)OCC)c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn12,active,493.60400000000027,4.924000000000004,0.0,8.0,6.522878745280337
50969058,Cc1cc2c(c(=O)o1)C=C1CC[C@H](C(C)CNCc3ccc(O)cc3)C[C@@H]1O2,active,381.4720000000001,4.024220000000002,2.0,5.0,6.522878745280337
50053391,CCCCCCCCCC[Si](C)(C)CCC(=O)NC(Cc1ccc(C)cc1)c1ccccc1,active,465.7980000000001,8.634220000000004,1.0,1.0,6.522878745280337
51128106,CC(C)c1cccc(C(C)C)c1NC(=O)CCCCCCCCSc1nc2ccccc2[nH]1,active,465.7070000000002,8.271200000000007,2.0,3.0,6.522878745280337
50084923,CC1(CCCCOCc2ccccc2)COC(c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)OC1,active,482.6240000000002,7.182500000000007,1.0,4.0,6.522878745280337
50073273,CCCCc1c(C(=O)OCC)c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn12,active,479.5770000000002,4.533900000000004,0.0,8.0,6.522878745280337
50073279,CCOC(=O)c1c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn2c1-c1ccc(-c2ccccc2)cc1,active,575.6650000000004,6.525300000000007,0.0,8.0,6.522878745280337
50004768,CCCCCCCCCCCCn1nnc(C(NC(=O)c2c(C)cccc2C)c2ccccc2)n1,active,475.6810000000002,6.730240000000006,1.0,5.0,6.508638306165727
51128112,CC(C)c1cccc(C(C)C)c1NC(=O)CCCCCCSc1nc2ccccc2o1,active,438.63700000000017,7.755900000000007,1.0,4.0,6.508638306165727
